timestamp,ts,x,y,z,std,roll,pitch,yaw,type,status,format
1639747615.323772,1550139472.6923485,-0.3269876549783218,0.7921012799810988,0.2720430100264831,0.3428594553288,1.1650955034100599,-7.977162080626119,65.29559256534515,position_local,0,json_v2
1639747615.55994,1550139472.9419305,-0.327621619810012,0.7921492579643993,0.2709309071161483,0.34294713086704065,1.1875094684154317,-7.9481580445605,65.31900821810476,position_local,0,json_v2
1639747615.919374,1550139473.2420797,-0.32779451291785405,0.7922565991255838,0.27159330199750203,0.3431224542224251,1.1950682187421633,-7.96385305162295,65.30506382578622,position_local,0,json_v2
1639747616.279237,1550139473.5917084,-0.32872808949569843,0.7929167203772934,0.2720311684113791,0.3461503550860186,1.1512777802443581,-7.938433132990184,65.30009352982313,position_local,0,json_v2
1639747616.644971,1550139473.9924145,-0.32638328268977335,0.7947340475163186,0.2697913171041553,0.34495759083393546,1.2021646628257878,-7.925982635049643,65.26783719540907,position_local,0,json_v2
1639747617.009821,1550139474.3171122,-0.3264833221456051,0.7932436984719332,0.2713042386109177,0.3449720844845091,1.197203354011235,-7.9787125544979745,65.2335303091207,position_local,0,json_v2
1639747617.254121,1550139474.570004,-0.3265459117793114,0.7937074255296281,0.27135333096593356,0.3450377000903952,1.1900058924642352,-7.990008189937928,65.22833001160349,position_local,0,json_v2
1639747617.489532,1550139474.8419282,-0.3266407553092991,0.7937084459237617,0.27103219391315236,0.3450326575059085,1.1881995707356645,-7.955499003575319,65.24980519052085,position_local,0,json_v2
1639747617.729666,1550139475.1176808,-0.3264571790913291,0.7937184323002794,0.27100870727864934,0.3451156196429375,1.151741587592672,-7.9720757694706545,65.26422935028289,position_local,0,json_v2
1639747618.089979,1550139475.3916612,-0.3262453318490496,0.7949626515615997,0.2709617017972681,0.3452298623746564,1.1787737744117799,-7.9126265398175075,65.28661472786611,position_local,0,json_v2
1639747618.331122,1550139475.692509,-0.32666291777775064,0.7940444539838468,0.2711970893842431,0.34529438074335156,1.13196224899627,-7.995666489892692,65.25588841224598,position_local,0,json_v2
1639747618.574566,1550139475.9706998,-0.3271024399707725,0.793685444783268,0.27136605587520096,0.3453854927792021,1.1938391710415177,-7.961054829263516,65.24799646616604,position_local,0,json_v2
1639747618.809035,1550139476.2174733,-0.32728645964013575,0.7944672762946369,0.26793556586650813,0.34553338435093295,1.2436560662659968,-7.899796202187392,65.20785219175183,position_local,0,json_v2
1639747619.05034,1550139476.4417617,-0.3270360270615433,0.7950905528204953,0.26845359157197063,0.34546254991588504,1.1910160476349847,-7.933239072832147,65.19431367694872,position_local,0,json_v2
1639747619.410757,1550139476.7166402,-0.327607763176399,0.7942375165729454,0.26926816083879407,0.34549332640473235,1.204665570267795,-7.962457798177065,65.17570581589169,position_local,0,json_v2
1639747619.650014,1550139476.9697225,-0.32758132203097695,0.7940549635301467,0.2697425591879122,0.3455541166047417,1.2100423188104674,-7.977857465629789,65.15508011948225,position_local,0,json_v2
1639747619.893865,1550139477.2919767,-0.3273632621402289,0.7942961309458461,0.2696509881765165,0.3456182083714316,1.249629370825473,-7.971705957361305,65.12350991548178,position_local,0,json_v2
1639747620.259644,1550139477.569855,-0.32725656690262633,0.7938484450379472,0.26947548415975453,0.3457572565095903,1.2421008088503311,-7.988807935583205,65.15280716765199,position_local,0,json_v2
1639747620.502729,1550139477.8424523,-0.3284872425802909,0.7942484185271808,0.2692160421733886,0.3458719526067226,1.1696484017542454,-7.994268657528279,65.15877153341981,position_local,0,json_v2
1639747620.748555,1550139478.091841,-0.3278886250488473,0.7942632833316181,0.27052077946697994,0.34600903644203435,1.2598171123863,-7.973887674032759,65.16080938486787,position_local,0,json_v2
1639747620.999646,1550139478.3169763,-0.3270204790407753,0.7948702817452541,0.2703908383845591,0.3459199987267143,1.2695846708609975,-7.9433284388257475,65.15885072057335,position_local,0,json_v2
1639747621.245206,1550139478.6419373,-0.3275625403260477,0.7946297625474484,0.2693040895788083,0.3459869145977647,1.1860715266498025,-7.9853488309917315,65.17977470792903,position_local,0,json_v2
1639747621.600351,1550139478.9169247,-0.32853918078828054,0.7946661089904393,0.2691754391908666,0.34609315743736013,1.214007734306606,-8.004911467236631,65.16987450192823,position_local,0,json_v2
1639747621.839688,1550139479.169934,-0.32900292173852,0.7953552149857981,0.2690262068730858,0.3461606079131709,1.2466843139661123,-7.958130010544163,65.12238437514301,position_local,0,json_v2
1639747622.078181,1550139479.3935602,-0.3276370815218568,0.795224264152212,0.2690214210203648,0.34616914718652947,1.2325640630237014,-7.985282687234531,65.08070546026678,position_local,0,json_v2
1639747622.320553,1550139479.6424277,-0.32859636860479224,0.7953380572996913,0.2692369026837787,0.346318390330523,1.1937655787977723,-7.957436613532124,65.06969036987489,position_local,0,json_v2
1639747622.570029,1550139479.8920286,-0.32766442512471194,0.7960570869417996,0.26898337873466055,0.34632792664955314,1.1453476282999073,-7.973342039894824,65.07074656994392,position_local,0,json_v2
1639747622.820153,1550139480.1708703,-0.32869544133611156,0.7959070692843675,0.2696436004825172,0.3463958403787655,1.168769270410115,-7.990518415319665,65.04841317485142,position_local,0,json_v2
1639747623.060713,1550139480.392116,-0.3278199537361889,0.7961093609693697,0.26901520020000125,0.3463998333897348,1.216695195476265,-7.937322648879265,65.06432354952952,position_local,0,json_v2
1639747623.316186,1550139480.6925318,-0.32706967420629385,0.7964713278128579,0.26928577858141456,0.3465267790100211,1.2124862160674896,-7.965329338947082,65.08937043894733,position_local,0,json_v2
1639747623.675055,1550139481.0672164,-0.32768290360805485,0.7957495230335463,0.2696646865579475,0.3467308418592918,1.1757258914153905,-7.987049879930441,65.12409478246849,position_local,0,json_v2
1639747624.031491,1550139481.317575,-0.32723311978509007,0.7959491794070928,0.269704184789671,0.34676454017878977,1.1976417403797566,-7.960797206476279,65.12773269603203,position_local,0,json_v2
1639747624.269812,1550139481.5700397,-0.32740919315289163,0.7958793857720672,0.26980229995356514,0.3468552408025255,1.2136945734311362,-7.945540173616891,65.13544071670049,position_local,0,json_v2
1639747624.529775,1550139481.891996,-0.3274193054112583,0.7967081868909156,0.2683272019437076,0.3470411439485643,1.1934159731053497,-7.928896120093148,65.12151990575154,position_local,0,json_v2
1639747624.89134,1550139482.191731,-0.32792223222706895,0.7954918323782387,0.2691502644606574,0.3470988724533701,1.1982291890871335,-7.942158823855495,65.11822861194645,position_local,0,json_v2
1639747625.130576,1550139482.4424925,-0.32728350284177876,0.7961900447243601,0.26827579625792763,0.34712306087933403,1.2667856934424695,-7.942209086874934,65.1061692464647,position_local,0,json_v2
1639747625.369874,1550139482.7425652,-0.32766336706638177,0.7966135832555128,0.26801453596963837,0.34724879133467834,1.1882058696413478,-7.938824363115984,65.0937601547603,position_local,0,json_v2
1639747625.616716,1550139482.9702184,-0.3280730035318134,0.7968707637367879,0.2693044269065819,0.34735687311633057,1.2063003558768708,-7.948519295985456,65.09202063066793,position_local,0,json_v2
1639747625.854916,1550139483.2171726,-0.327981055579329,0.7968047606696146,0.2691589718181293,0.34755556575723245,1.2162075229470395,-7.925384548917801,65.07888426292831,position_local,0,json_v2
1639747626.211491,1550139483.492196,-0.32707498315584954,0.7978298000984748,0.27005002223933744,0.3504615977958716,1.174693261822128,-7.965381601317873,65.078688228369,position_local,0,json_v2
1639747626.454518,1550139483.8422616,-0.3269856918288209,0.7993367421084567,0.27241050130833694,0.3615681997766957,1.177547588537553,-7.955726374816579,65.05869182757549,position_local,0,json_v2
1639747626.810401,1550139484.1170607,-0.3278038665478895,0.7977595158978718,0.2671756914439943,0.3520677318493991,1.1740557818177735,-7.996016353137785,65.04144156880034,position_local,0,json_v2
1639747627.049666,1550139484.3921618,-0.3283062009639203,0.7994365864815044,0.26554207546946773,0.3521156319074259,1.1920191582577593,-7.976168539139685,65.03955691660019,position_local,0,json_v2
