timestamp,time,vx,vy,vz,fom,altitude,transducers_0_id,transducers_0_velocity,transducers_0_distance,transducers_0_rssi,transducers_0_nsd,transducers_0_beam_valid,transducers_1_id,transducers_1_velocity,transducers_1_distance,transducers_1_rssi,transducers_1_nsd,transducers_1_beam_valid,transducers_2_id,transducers_2_velocity,transducers_2_distance,transducers_2_rssi,transducers_2_nsd,transducers_2_beam_valid,transducers_3_id,transducers_3_velocity,transducers_3_distance,transducers_3_rssi,transducers_3_nsd,transducers_3_beam_valid,velocity_valid,status,format,type
1637085272.153673,190.97232055664062,0,0,0,2.661566972732544,-1,0,0,-1,-108.27072143554688,-100.0592041015625,False,1,0,-1,-108.43083953857422,-100.67921447753906,False,2,0,7.516600131988525,-105.72235870361328,-99.77313232421875,False,3,0,11.540400505065918,-103.09584045410156,-98.11978912353516,False,False,0,json_v2,velocity
1637085275.468012,253.1962432861328,0,0,0,2.661566972732544,-1,0,0,-1,-119.4102554321289,-98.67652130126953,False,1,0,-1,-120.46942138671875,-99.23829650878906,False,2,0,-1,-117.91036224365234,-97.87377166748047,False,3,0,-1,-115.68264770507812,-95.44926452636719,False,False,0,json_v2,velocity
1637085278.388238,272.2027282714844,0,0,0,2.661566972732544,-1,0,0,-1,-118.53083801269531,-97.89627838134766,False,1,0,-1,-119.47605895996094,-98.88798522949219,False,2,0,-1,-115.52113342285156,-96.56498718261719,False,3,0,-1,-114.23733520507812,-93.54513549804688,False,False,0,json_v2,velocity
1637085283.779003,400.22991943359375,0,0,0,2.661566972732544,-1,0,0,-1,-121.03166198730469,-98.26872253417969,False,1,0,-1,-120.77548217773438,-98.92179107666016,False,2,0,-1,-119.1234130859375,-97.41282653808594,False,3,0,-1,-116.04234313964844,-93.95771789550781,False,False,0,json_v2,velocity
1637085283.817921,407.1204528808594,0,0,0,2.661566972732544,-1,0,0,-1,-121.60466766357422,-98.88428497314453,False,1,0,-1,-122.43446350097656,-99.1579818725586,False,2,0,-1,-120.3610610961914,-97.18546295166016,False,3,0,-1,-117.1961898803711,-93.88722229003906,False,False,0,json_v2,velocity
1637085283.838123,99.48802185058594,-0.0020327256061136723,-0.0006100383470766246,-1.8143315173801966e-05,0.0009206630056723952,-1,0,0.0002669852692633867,0.08260000497102737,-28.85096549987793,-99.38050079345703,True,1,0.0008241937030106783,0.08260000497102737,-53.82590866088867,-99.39909362792969,True,2,-0.0005426129791885614,0.07080000638961792,-26.74721908569336,-97.90278625488281,True,3,-0.000513903796672821,0.21240000426769257,-56.15653991699219,-95.62892150878906,True,False,0,json_v2,velocity
1637085283.852746,84.86747741699219,-4.145259299548343e-05,-0.0008262484916485846,-0.00011004693078575656,0.0008650709060020745,-1,0,-0.00024200527695938945,0.08260000497102737,-28.8897647857666,-95.77128601074219,True,1,7.549382280558348e-05,0.08260000497102737,-53.5842399597168,-95.33885192871094,True,2,0.00021835439838469028,0.07080000638961792,-26.381704330444336,-93.30973815917969,True,3,-0.0004903804510831833,0.21240000426769257,-56.36970138549805,-90.52015686035156,True,False,0,json_v2,velocity
1637085283.865495,106.29200744628906,0,0,0,2.3658604621887207,-1,0,0,0.34220001101493835,-53.49607467651367,-97.65433502197266,False,1,0,0.4012000262737274,-61.16643524169922,-97.05579376220703,False,2,0,0.34220001101493835,-57.44084167480469,-95.58053588867188,False,3,0,0.31859999895095825,-70.70335388183594,-92.21781921386719,False,False,0,json_v2,velocity
1637085283.883715,114.05396270751953,0,0,0,2.3658604621887207,-1,0,0,0.34220001101493835,-52.99993896484375,-97.67481231689453,False,1,0,0.4012000262737274,-61.42024230957031,-98.68408966064453,False,2,0,0.3540000021457672,-63.32670211791992,-96.97181701660156,False,3,0,0.3776000142097473,-70.03759002685547,-95.03788757324219,False,False,0,json_v2,velocity
1637085283.895768,186.45333862304688,0,0,0,2.661566972732544,-1,0,0,-1,-109.17838287353516,-99.96439361572266,False,1,0,-1,-109.75708770751953,-100.46174621582031,False,2,0,5.475200176239014,-106.1686019897461,-99.43994140625,False,3,0,6.183200359344482,-103.54997253417969,-96.79373931884766,False,False,0,json_v2,velocity
