timestamp,time,vx,vy,vz,fom,altitude,transducers_0_id,transducers_0_velocity,transducers_0_distance,transducers_0_rssi,transducers_0_nsd,transducers_0_beam_valid,transducers_1_id,transducers_1_velocity,transducers_1_distance,transducers_1_rssi,transducers_1_nsd,transducers_1_beam_valid,transducers_2_id,transducers_2_velocity,transducers_2_distance,transducers_2_rssi,transducers_2_nsd,transducers_2_beam_valid,transducers_3_id,transducers_3_velocity,transducers_3_distance,transducers_3_rssi,transducers_3_nsd,transducers_3_beam_valid,velocity_valid,status,format,type
1637321409.134253,90.5966796875,0.0006586229428648949,1.4273174201662187e-05,-0.0003972148697357625,0.0007872942951507866,0.1294485628604889,0,-0.0005942333955317736,0.1534000039100647,-29.529298782348633,-94.83575439453125,True,1,-0.0005038740346208215,0.14160001277923584,-31.62972068786621,-93.86668395996094,True,2,-0.00026940181851387024,0.1534000039100647,-34.883460998535156,-93.86772155761719,True,3,-0.00016243616119027138,0.1770000010728836,-41.27749252319336,-93.24474334716797,True,True,0,json_v2,velocity
1637321409.146521,78.04203033447266,0.0008116811513900757,4.8728787078289315e-05,-0.00042140542063862085,0.0007559056975878775,0.1294485628604889,0,-0.0006613456644117832,0.1534000039100647,-29.60503578186035,-95.6643295288086,True,1,-0.0005587127525359392,0.14160001277923584,-31.656423568725586,-95.74376678466797,True,2,-0.000265367329120636,0.1534000039100647,-34.91248321533203,-95.4378662109375,True,3,-0.00012823427096009254,0.1770000010728836,-41.202152252197266,-93.78752136230469,True,True,0,json_v2,velocity
1637321409.25387,80.5001220703125,0.0008313567377626896,2.1371450202423148e-05,-0.00042977664270438254,0.0007577519863843918,0.1294485628604889,0,-0.000668117543682456,0.1534000039100647,-29.555227279663086,-96.55330657958984,True,1,-0.0005742150824517012,0.14160001277923584,-31.622562408447266,-95.3238754272461,True,2,-0.0002421000972390175,0.1534000039100647,-35.086463928222656,-96.21712493896484,True,3,-0.00014427723363041878,0.1770000010728836,-41.3317756652832,-95.08797454833984,True,True,0,json_v2,velocity
1637321409.374151,77.88109588623047,0.0006937411380931735,3.1308427423937246e-05,-0.0003726112481672317,0.000758096226491034,0.1294485628604889,0,-0.0005730383563786745,0.1534000039100647,-29.565675735473633,-95.41746520996094,True,1,-0.0004916733014397323,0.14160001277923584,-31.742965698242188,-94.3431396484375,True,2,-0.00022876355797052383,0.1534000039100647,-35.0205078125,-94.29409790039062,True,3,-0.00012626638635993004,0.1770000010728836,-41.30088424682617,-93.95645141601562,True,True,0,json_v2,velocity
1637321409.392541,83.00209045410156,0.0007642255513928831,7.988514698809013e-05,-0.00041297677671536803,0.0007582360412925482,0.1294485628604889,0,-0.0006144419312477112,0.1534000039100647,-29.52853012084961,-95.58073425292969,True,1,-0.0005628991057164967,0.14160001277923584,-31.777141571044922,-95.2450180053711,True,2,-0.0002553192898631096,0.1534000039100647,-35.008460998535156,-96.00061798095703,True,3,-0.00013301009312272072,0.1770000010728836,-41.21216583251953,-93.8497543334961,True,True,0,json_v2,velocity
1637321409.498513,82.1645278930664,0.0007226806483231485,-8.546728167857509e-06,-0.0004002536297775805,0.000752584426663816,0.1294485628604889,0,-0.0006372940260916948,0.1534000039100647,-29.55799674987793,-96.57341003417969,True,1,-0.0004937821067869663,0.14160001277923584,-31.728029251098633,-94.82964324951172,True,2,-0.00025682058185338974,0.1534000039100647,-35.057613372802734,-95.21480560302734,True,3,-0.0001461051870137453,0.1770000010728836,-41.09833908081055,-95.43041229248047,True,True,0,json_v2,velocity
1637321409.625031,81.41136169433594,0.0008256476721726358,-6.759807001799345e-05,-0.0003646674449555576,0.000760965165682137,0.1294485628604889,0,-0.0006515730638056993,0.1534000039100647,-29.55906105041504,-94.84989166259766,True,1,-0.00047547981375828385,0.14160001277923584,-31.746322631835938,-93.94696044921875,True,2,-0.0001864330843091011,0.1534000039100647,-35.0954704284668,-93.86872100830078,True,3,-9.997538290917873e-05,0.1770000010728836,-41.28972244262695,-92.79106903076172,True,True,0,json_v2,velocity
1637321409.656353,79.78057861328125,0.0008215305861085653,-2.2217303921934217e-05,-0.00039312682929448783,0.0007576117641292512,0.1294485628604889,0,-0.0006784202996641397,0.1534000039100647,-29.592506408691406,-95.7984390258789,True,1,-0.0005019000382162631,0.14160001277923584,-31.77827262878418,-94.4203872680664,True,2,-0.00024083442986011505,0.1534000039100647,-35.11550521850586,-94.9332275390625,True,3,-0.00011003762483596802,0.1770000010728836,-41.24636459350586,-93.38245391845703,True,True,0,json_v2,velocity
1637321409.736379,76.04527282714844,0.0008348736446350813,3.058579386561178e-05,-0.0004032245487906039,0.000758733949624002,0.1294485628604889,0,-0.0006551290862262249,0.1534000039100647,-29.549039840698242,-95.69448852539062,True,1,-0.0005440578679554164,0.14160001277923584,-31.845470428466797,-95.99900817871094,True,2,-0.00023416336625814438,0.1534000039100647,-34.95748519897461,-95.2665023803711,True,3,-0.00011107814498245716,0.1770000010728836,-41.24864196777344,-94.60691833496094,True,True,0,json_v2,velocity
1637321409.748112,76.61891174316406,0.0007881191559135914,7.037004252197221e-05,-0.0003983725036960095,0.0007592897745780647,0.1294485628604889,0,-0.0006236566696316004,0.1534000039100647,-29.535436630249023,-95.4872817993164,True,1,-0.0005421105888672173,0.14160001277923584,-31.75711441040039,-93.76691436767578,True,2,-0.0002484861761331558,0.1534000039100647,-35.016090393066406,-94.60995483398438,True,3,-0.0001095279585570097,0.1770000010728836,-41.241493225097656,-93.73866271972656,True,True,0,json_v2,velocity
1637321409.853816,75.17195129394531,0.0007564948755316436,-3.9724425732856616e-05,-0.0004156727227382362,0.0007625302532687783,0.1294485628604889,0,-0.0006593596190214157,0.1534000039100647,-29.617639541625977,-94.91703033447266,True,1,-0.0005200685118325055,0.14160001277923584,-31.80097007751465,-94.29647827148438,True,2,-0.00024162046611309052,0.1534000039100647,-35.072078704833984,-94.49256896972656,True,3,-0.0001638538669794798,0.1770000010728836,-41.179168701171875,-93.1348648071289,True,True,0,json_v2,velocity
1637321409.979267,80.40547180175781,0.0007748517673462629,8.065284055192024e-05,-0.00041252397932112217,0.0007628052844665945,0.1294485628604889,0,-0.0006242331583052874,0.1534000039100647,-29.649614334106445,-96.58397674560547,True,1,-0.0005587580963037908,0.14160001277923584,-31.804895401000977,-94.89453125,True,2,-0.0002608438953757286,0.1534000039100647,-35.06093215942383,-95.23241424560547,True,3,-0.00012634927406907082,0.1770000010728836,-41.30250930786133,-95.02691650390625,True,True,0,json_v2,velocity
1637321409.991592,80.3060531616211,0.0007921541109681129,5.7843652029987425e-05,-0.0003798381076194346,0.0007623694255016744,0.1294485628604889,0,-0.0006163329817354679,0.1534000039100647,-29.634746551513672,-93.91162872314453,True,1,-0.0005192521493881941,0.14160001277923584,-31.83810043334961,-94.24515533447266,True,2,-0.00023346580564975739,0.1534000039100647,-35.10411071777344,-94.16148376464844,True,3,-9.167310781776905e-05,0.1770000010728836,-41.17533493041992,-92.46696472167969,True,True,0,json_v2,velocity
1637321410.094336,78.1717300415039,0.0007588687585666776,-6.811714229115751e-06,-0.000390970497392118,0.0007617336232215166,0.1294485628604889,0,-0.0006315275095403194,0.1534000039100647,-29.62369728088379,-96.23538208007812,True,1,-0.0005082641146145761,0.14160001277923584,-31.859682083129883,-94.79391479492188,True,2,-0.00023005716502666473,0.1534000039100647,-35.11004638671875,-95.30753326416016,True,3,-0.00012989435344934464,0.1770000010728836,-41.176265716552734,-94.83016967773438,True,True,0,json_v2,velocity
1637321410.217182,81.11786651611328,0.0007551410235464573,-6.1232485677464865e-06,-0.0003681098169181496,0.0007577280630357563,0.1294485628604889,0,-0.0006074390839785337,0.1534000039100647,-29.63759422302246,-96.06290435791016,True,1,-0.00048805505502969027,0.14160001277923584,-31.744626998901367,-94.4938735961914,True,2,-0.00020816829055547714,0.1534000039100647,-35.18645095825195,-94.7381820678711,True,3,-0.0001100483350455761,0.1770000010728836,-41.14193344116211,-94.311767578125,True,True,0,json_v2,velocity
1637321410.239198,81.46620178222656,0.0007437827880494297,-4.700126009993255e-05,-0.00041992758633568883,0.000761646602768451,0.1294485628604889,0,-0.0006588175892829895,0.1534000039100647,-29.57976531982422,-95.29740905761719,True,1,-0.0005252949194982648,0.14160001277923584,-31.769899368286133,-94.3822021484375,True,2,-0.00024431943893432617,0.1534000039100647,-35.19044494628906,-94.52540588378906,True,3,-0.00017385208047926426,0.1770000010728836,-41.13786697387695,-93.50160217285156,True,True,0,json_v2,velocity
